COMPANY,PKS_CODE,INSTRUMENT_SERIAL_NUMBER,OIL_WM,VM,OIL_DM,NOS,FFA,DOBI,RILL_MUTU_KADAR_AIR,INC_MUTU_KADAR_AIR
[NULL],7F07,,41.64,2.76,42.82,55.6,0,0,2.76,orange
[NULL],7F08,,42.59,8.29,46.44,49.12,0,0,8.29,orange
[NULL],7F08,,43.7,7.28,47.13,49.02,0,0,7.28,orange
[NULL],7F08,,39.91,8.36,43.55,51.74,0,0,8.36,orange
N00D,DP14,91870381,45.1,5.33,47.64,49.57,0,0,5.33,green
[NULL],7F08,,42.62,8.56,46.61,48.81,0,0,8.56,orange
N006,FP07,,47.86,6.74,51.32,45.4,0,0,6.74,green
N00D,DP14,91870381,0,0,0,0,0,0,0,green
N00D,DP14,91870381,44.47,7.16,47.9,48.37,0,0,7.16,red
N00D,DP14,91870381,39.6,8.5,43.27,51.91,0,0,8.5,red
N006,FP03,,46.61,8.94,51.19,44.45,0,0,8.94,red
N006,FP05,,47.02,4.6,49.29,48.37,0,0,4.6,green
[NULL],7F06,,46.97,6.4,50.18,46.63,3.4,0,6.4,orange
[NULL],7F06,,46.3,6.77,49.66,46.93,3.58,0,6.77,orange
[NULL],7F06,,46.66,6.8,50.07,46.54,2.8,0,6.8,orange
N006,FP11,,43.47,5.5,46,51.03,4.92,0,5.5,green
N00D,DP03,,33.38,06.04,35.52,60.58,1.7,0,06.04,green
N006,FP11,,46.13,4.55,48.33,49.31,1.44,0,4.55,green
N006,FP11,,46.77,3.19,48.31,50.05,0,0,3.19,green
N006,FP11,,43.91,04.07,45.77,52.03,0.9,0,04.07,green
[NULL],7F08,,39.89,10.28,44.47,49.82,0,0,10.28,orange
N006,FP11,,44.01,4.12,45.9,51.87,0.9,0,4.12,green
N006,FP11,,47.09,2.87,48.48,50.04,0,0,2.87,green
N006,FP04,,45.63,9.13,50.22,45.24,0,0,9.13,red
N006,FP04,,49.43,7.58,53.49,42.99,0,0,7.58,red
[NULL],7F07,,39.2,6.64,41.99,54.16,0,0,6.64,orange
N003,CP09,,43.44,8.67,47.56,47.89,0.97,0,8.67,red
N003,CP09,,43.73,7.85,47.46,48.42,0.43,0,7.85,red
N003,CP09,,38.05,10.84,42.67,51.11,1.86,0,10.84,red
N003,CP09,,44.51,6.81,47.76,48.68,0,0,6.81,green
N003,CP09,,45.22,5.5,47.86,49.28,0,0,5.5,green
N006,FP06,,49.62,5.75,52.65,44.63,0,0,5.75,green
N006,FP06,,49.61,5.74,52.63,44.65,0,0,5.74,green
N006,FP06,,49.94,6.37,53.33,43.7,0,0,6.37,green
N006,FP06,,49.93,6.45,53.37,43.62,0,0,6.45,green
N003,CP02,,43.68,4.97,45.96,51.35,0,0,4.97,green
N003,CP02,,36.12,8.55,39.49,55.34,0,0,8.55,red
N003,CP02,,38.65,7.97,41.99,53.38,0.82,0,7.97,red
N003,CP02,,42.57,6.18,45.38,51.25,0.75,0,6.18,green
N013,MP04,,45.9,10.31,51.18,43.79,02.02,0,10.31,red
N00D,DP11,91861445,32.57,7.34,35.15,60.09,0,0,7.34,red
N00D,DP11,91861445,38.32,1.64,38.96,60.04,0,0,1.64,green
N00D,DP11,91861445,16.77,0,16.77,83.23,0,0,0,green
N00D,DP11,91861445,26.91,0,26.91,73.09,0,0,0,green
N00D,DP11,91861445,30.96,9.88,34.35,59.17,0,0,9.88,red
N00D,DP17,,44.82,6.36,47.87,48.82,0,0,6.36,green
[NULL],7F06,,47.67,5.41,50.39,46.92,3.43,0,5.41,orange
[NULL],7F06,,47.04,5.52,49.78,47.45,2.96,0,5.52,orange
N006,FP03,,52.85,05.04,55.65,42.11,0,0,05.04,green
N00D,DP03,,39.33,6.95,42.26,53.72,2.7,0,6.95,green
N003,CP03,,47.4,6.31,50.59,46.29,0,0,6.31,green
N003,CP03,,47.4,6.31,50.59,46.29,0,0,6.31,green
N00D,DP03,,37.01,5.73,39.26,57.26,0.57,0,5.73,green
N00D,DP03,,40.52,4.53,42.44,54.96,1.23,0,4.53,green
[NULL],7F07,,41.44,07.06,44.59,51.5,0,0,07.06,orange
N00D,DP02,,45.44,5.73,48.21,48.82,0,0,5.73,green
N014,NP01,91872189,47.84,7.66,51.81,44.5,0,0,7.66,red
N014,NP01,91872189,45.97,08.04,49.98,46,0,0,08.04,red
N014,NP01,91872189,49.33,6.49,52.76,44.18,0,0,6.49,green
N00D,DP02,,43.58,3.87,45.34,52.55,0,0,3.87,green
N00D,DP02,,44.45,4.15,46.38,51.4,0,0,4.15,green
N00D,DP02,,39.62,6.13,42.21,54.25,0,0,6.13,green
N00D,DP02,,46.91,5.64,49.72,47.45,0,0,5.64,green
[NULL],7F07,,38.13,5.16,40.21,56.71,0,0,5.16,orange
[NULL],7F08,,46.57,5.68,49.37,47.75,0,0,5.68,orange
N006,FP11,,43.99,1.6,44.71,54.41,0,0,1.6,green
N003,CP09,,45.98,5.86,48.84,48.16,0,0,5.86,green
N003,CP09,,45.34,7.22,48.87,47.44,0.48,0,7.22,red
N003,CP09,,48.82,5.77,51.81,45.41,0,0,5.77,green
N003,CP09,,48.4,4.57,50.72,47.02,0,0,4.57,green
N003,CP09,,43.49,3.89,45.25,52.62,0,0,3.89,green
[NULL],7F06,,47.48,5.86,50.43,46.67,4.18,0,5.86,orange
N00D,DP14,91870381,44.93,2.8,46.22,52.27,0,0,2.8,green
N00D,DP14,91870381,0,0,0,0,0,0,0,green
N00D,DP14,91870381,0,0,0,0,0,0,0,green
N00D,DP14,91870381,44.41,03.04,45.8,52.56,0,0,03.04,green
N006,FP06,,49.09,6.68,52.6,44.23,0,0,6.68,green
N006,FP06,,43.95,10.23,48.96,45.82,0,0,10.23,red
N006,FP04,,39.85,07.08,42.89,53.07,0,0,07.08,red
N006,FP04,,44.52,5.92,47.32,49.56,3.96,0,5.92,green
N00D,DP11,91861445,36.9,4.9,38.8,58.2,0,0,4.9,green
N00D,DP11,91861445,31.41,8.2,34.22,60.39,0,0,8.2,red
N00D,DP11,91861445,39.6,0.24,39.7,60.16,0,0,0.24,green
N014,NP01,91872189,46.02,8.72,50.41,45.26,0,0,8.72,red
N014,NP01,91872189,44.77,9.73,49.6,45.5,0,0,9.73,red
N014,NP01,91872189,49.8,6.37,53.19,43.83,0,0,6.37,green
N00D,DP15,91870379,42.87,06.02,45.62,51.11,02.02,0,06.02,green
[NULL],7F06,,45.28,7.1,48.74,47.62,2,0,7.1,orange
[NULL],7F07,,28.32,10.01,31.47,61.67,0,0,10.01,orange
N003,CP09,,46.57,5.73,49.4,47.7,0.6,0,5.73,green
N003,CP09,,47.36,5.67,50.2,46.97,0.51,0,5.67,green
N003,CP09,,47.54,5.31,50.21,47.15,0.52,0,5.31,green
N006,FP04,,49.2,6.52,52.63,44.28,0,0,6.52,green
N006,FP04,,48.14,6.31,51.38,45.55,0.22,0,6.31,green
N006,FP04,,48.22,6.44,51.54,45.34,0.09,0,6.44,green
N006,FP04,,48.69,6.41,52.03,44.89,0.12,0,6.41,green
N006,FP04,,48.65,6.47,52.01,44.88,0.25,0,6.47,green
N006,FP04,,48.96,7.13,52.72,43.91,0,0,7.13,red
N006,FP04,,45.05,7.76,48.84,47.18,0,0,7.76,red
N00D,DP03,,37.26,6.37,39.79,56.37,2.43,0,6.37,green
N00D,DP03,,39.74,4.94,41.8,55.33,0.36,0,4.94,green
N00D,DP03,,35.8,07.02,38.5,57.19,02.07,0,07.02,red
N003,CP09,,48.13,5.79,51.09,46.08,0.67,0,5.79,green
N003,CP09,,48.49,5.93,51.55,45.57,1.55,0,5.93,green
N006,FP06,,48.17,6.58,51.57,45.25,0,0,6.58,green
N003,CP09,,46.51,6.11,49.53,47.39,0.41,0,6.11,green
N006,FP06,,48.19,6.57,51.58,45.24,0,0,6.57,green
N006,FP06,,47.64,8.57,52.1,43.79,0,0,8.57,red
N006,FP06,,47.84,8.7,52.4,43.46,0,0,8.7,red
N013,MP04,,43.86,11.58,49.61,44.56,0,0,11.58,red
N013,MP04,,0,0,0,0,0,0,0,green
N00D,DP15,91870379,42.01,6.19,44.78,51.81,02.01,0,6.19,green
[NULL],7F06,,46.87,6.3,50.02,46.83,3.76,0,6.3,orange
[NULL],7F08,,39.82,10.95,44.72,49.23,0,0,10.95,orange
N006,FP03,,48.68,9.81,53.97,41.51,0,0,9.81,red
N006,FP03,,48.38,8.89,53.09,42.74,0,0,8.89,red
N006,FP03,,50.55,8.4,55.18,41.06,0,0,8.4,red
[NULL],7F06,,43.13,9.18,47.49,47.69,2.77,0,9.18,orange
N00D,DP18,91871121,44.18,5.98,46.99,49.84,0,0,5.98,green
N00D,DP18,91871121,43.37,7.31,46.79,49.32,0,0,7.31,red
N006,FP03,,46.85,10.19,52.16,42.96,0,0,10.19,red
[NULL],7F08,,41.58,6.87,44.64,51.55,0,0,6.87,orange
N003,CP09,,43.38,6.49,46.39,50.13,0.07,0,6.49,green
N00D,DP18,91871121,40.01,9.44,44.18,50.55,0,0,9.44,red
[NULL],7F06,,49.85,04.09,51.97,46.07,4.95,0,04.09,orange
[NULL],7F06,,48.13,2.82,49.53,49.05,1.94,0,2.82,orange
N00D,DP14,91870381,44.9,4.84,47.19,50.26,0,0,4.84,green
N00D,DP04,91871440,43.9,6.28,46.85,49.81,0,0,6.28,green
N006,FP11,,43.19,2.72,44.4,54.09,0,0,2.72,green
[NULL],7F06,,48.56,5.87,51.59,45.57,4.23,0,5.87,orange
[NULL],7F07,,36.74,8.1,39.97,55.17,0,0,8.1,orange
[NULL],7F06,,47.46,6.15,50.57,46.39,4.59,0,6.15,orange
[NULL],7F06,,45.52,6.53,48.69,47.96,4.28,0,6.53,orange
[NULL],7F06,,45.39,6.67,48.63,47.94,04.01,0,6.67,orange
N006,FP03,,49.88,07.03,53.65,43.09,0,0,07.03,red
N003,CP09,,47.52,6.58,50.87,45.9,0,0,6.58,green
N003,CP09,,45.83,7.1,49.33,47.07,0.47,0,7.1,red
N003,CP09,,46.82,5.96,49.78,47.23,0,0,5.96,green
N003,CP09,,47.27,6.16,50.37,46.57,0,0,6.16,green
N003,CP09,,44.39,8.23,48.37,47.38,1.24,0,8.23,red
N014,NP01,91872189,48.26,6.74,51.75,45,0,0,6.74,green
N014,NP01,91872189,53.06,4.49,55.55,42.46,0,0,4.49,green
N014,NP01,91872189,41.15,10.9,46.18,47.95,0,0,10.9,red
N014,NP01,91872189,45.85,08.06,49.87,46.09,0,0,08.06,red
N00D,DP11,91861445,43.33,7.38,46.78,49.29,0,0,7.38,red
N00D,DP11,91861445,39.39,9.94,43.73,50.67,0,0,9.94,red
N006,FP06,,50.21,5.75,53.27,44.04,0,0,5.75,green
N006,FP06,,50.15,5.78,53.23,44.06,0,0,5.78,green
N006,FP06,,50.35,6.64,53.93,43.01,0,0,6.64,green
N006,FP06,,50.33,6.7,53.95,42.97,0,0,6.7,green
N00D,DP11,91861445,41.71,7.39,45.04,50.89,0,0,7.39,red
N003,CP02,,37.96,8.34,41.42,53.7,0.76,0,8.34,red
N00D,DP11,91861445,43.25,6.68,46.34,50.08,0,0,6.68,green
N003,CP02,,43.29,5.89,46,50.82,0,0,5.89,green
N003,CP02,,43.4,05.02,45.69,51.58,0,0,05.02,green
N003,CP02,,41.24,6.28,44.01,52.48,01.06,0,6.28,green
N00D,DP15,91870379,40.75,6.48,43.58,52.76,2.94,0,6.48,green
N00D,DP17,,41.14,4.29,42.98,54.57,0,0,4.29,green
N014,NP01,91872189,45.35,08.08,49.33,46.57,0,0,08.08,red
N014,NP01,91872189,38.83,10.25,43.26,50.92,0,0,10.25,red
N014,NP01,91872189,41.79,10.93,46.91,47.29,0,0,10.93,red
N006,FP05,,46.47,4.58,48.7,48.95,0,0,4.58,green
N00D,DP14,91870381,45.77,6.79,49.1,47.44,0,0,6.79,green
[NULL],7F08,,46.55,4.16,48.57,49.28,0,0,4.16,orange
N006,FP04,,46.35,3.85,48.21,49.8,5.54,0,3.85,green
N006,FP04,,44.02,6.16,46.91,49.82,8.57,0,6.16,green
N006,FP06,,51.7,6.28,55.17,42.02,0,0,6.28,green
N006,FP06,,51.7,6.28,55.17,42.02,0,0,6.28,green
N006,FP06,,51.53,6.4,55.05,42.07,0,0,6.4,green
N00D,DP14,91870381,40.69,6.85,43.68,52.46,0,0,6.85,green
N006,FP06,,42.6,12.83,48.88,44.56,1.58,0,12.83,red
N003,CP09,,48.42,5.2,51.08,46.38,0,0,5.2,green
N003,CP09,,49.76,2.95,51.28,47.28,0,0,2.95,green
N006,FP05,,44.6,4.82,46.86,50.58,0,0,4.82,green
[NULL],7F06,,42.7,6.11,45.48,51.19,2.61,0,6.11,orange
N003,CP09,,43.61,7.88,47.34,48.51,0.66,0,7.88,red
N003,CP09,,44.69,6.94,48.02,48.37,0,0,6.94,green
N003,CP09,,47.58,6.12,50.68,46.3,0,0,6.12,green
N003,CP09,,46.37,06.04,49.35,47.59,0,0,06.04,green
N003,CP09,,50.65,3.18,52.32,46.17,0,0,3.18,green
N00D,DP14,91870381,43.65,6.55,46.71,49.8,0,0,6.55,green
N014,NP01,91872189,34.99,11.8,39.67,53.21,0,0,11.8,red
N014,NP01,91872189,47.96,7.14,51.65,44.9,0,0,7.14,red
N014,NP01,91872189,44.51,6.7,47.71,48.78,0,0,6.7,green
[NULL],7F06,,43.49,9.47,48.04,47.04,4.39,0,9.47,orange
[NULL],7F06,,43.15,9.48,47.67,47.37,4.52,0,9.48,orange
[NULL],7F06,,42.28,9.55,46.75,48.17,4.68,0,9.55,orange
[NULL],7F06,,43.27,9.55,47.84,47.19,4.3,0,9.55,orange
N006,FP04,,42.56,7.58,46.04,49.87,0.13,0,7.58,red
[NULL],7F06,,42.3,9.69,46.84,48,4.26,0,9.69,orange
N006,FP04,,46.42,07.09,49.96,46.49,0,0,07.09,red
[NULL],7F06,,43.46,9.54,48.04,47,3.82,0,9.54,orange
[NULL],7F06,,42.01,9.75,46.55,48.24,4.19,0,9.75,orange
[NULL],7F06,,43.01,9.8,47.68,47.19,4.14,0,9.8,orange
[NULL],7F06,,43.02,9.75,47.67,47.22,4.15,0,9.75,orange
[NULL],7F06,,42.27,9.51,46.71,48.22,4.36,0,9.51,orange
[NULL],7F06,,42.48,9.82,47.1,47.7,04.03,0,9.82,orange
[NULL],7F06,,42.38,9.59,46.87,48.04,4.11,0,9.59,orange
N003,CP09,,37.81,10.42,42.21,51.77,0.95,0,10.42,red
[NULL],7F06,,47.28,6.69,50.67,46.03,3.5,0,6.69,orange
N003,CP01,91877655,41.45,6.59,44.37,51.97,0.79,0,6.59,green
N00D,DP15,91870379,40.8,6.4,43.59,52.8,2.79,0,6.4,green
N003,CP03,,46.04,6.61,49.3,47.34,0.43,0,6.61,green
N003,CP03,,45.08,5.92,47.91,49.01,0,0,5.92,green
[NULL],7F08,,43.01,6.66,46.08,50.33,0,0,6.66,orange
[NULL],7F08,,46.92,07.02,50.46,46.06,0,0,07.02,orange
[NULL],7F08,,43.98,7.14,47.37,48.87,0,0,7.14,orange
[NULL],7F08,,43.32,7.25,46.7,49.43,0,0,7.25,orange
N003,CP09,,46.96,3.33,48.58,49.71,0,0,3.33,green
N003,CP09,,43.99,6.95,47.28,49.06,0,0,6.95,green
[NULL],7F08,,45.9,6.9,49.3,47.2,0,0,6.9,orange
N006,FP04,,40.79,08.05,44.36,51.16,4.16,0,08.05,red
N006,FP04,,46.37,2.88,47.74,50.76,0,0,2.88,green
[NULL],7F08,,42.43,07.04,45.64,50.53,0,0,07.04,orange
[NULL],7F08,,45.19,6.91,48.54,47.91,0,0,6.91,orange
N003,CP01,91877655,40.29,6.58,43.13,53.13,0,0,6.58,green
N006,FP06,,50.95,5.16,53.72,43.9,0,0,5.16,green
N006,FP06,,51.01,5.17,53.79,43.82,0,0,5.17,green
N006,FP06,,52.13,5.29,55.05,42.57,0,0,5.29,green
N006,FP06,,51.95,5.41,54.92,42.64,0,0,5.41,green
N014,NP01,91872189,49.9,5.46,52.78,44.64,0,0,5.46,green
N014,NP01,91872189,42.61,10.51,47.62,46.88,0,0,10.51,red
N00D,DP15,91870379,41.35,6.43,44.19,52.22,03.02,0,6.43,green
N014,NP01,91872189,40.25,11.68,45.57,48.08,0,0,11.68,red
N003,CP03,,43.24,07.02,46.51,49.74,0,0,07.02,red
N003,CP03,,42.55,7.14,45.82,50.31,0,0,7.14,red
N003,CP03,,40.59,7.23,43.76,52.17,0,0,7.23,red
N006,FP03,,52.16,5.28,55.06,42.57,0,0,5.28,green
N006,FP04,,47.23,6.32,50.42,46.45,0,0,6.32,green
N006,FP04,,47.14,6.35,50.34,46.5,0,0,6.35,green
N006,FP04,,46.19,6.85,49.59,46.96,0,0,6.85,green
N006,FP04,,46.29,6.89,49.71,46.83,0,0,6.89,green
N006,FP04,,46.9,6.85,50.36,46.24,0,0,6.85,green
N00D,DP03,,37,6.53,39.59,56.47,1.71,0,6.53,green
[NULL],7F06,,47.85,6.73,51.3,45.42,03.02,0,6.73,orange
[NULL],7F06,,46.79,05.09,49.3,48.12,1.38,0,05.09,orange
N006,FP03,,45.81,8.52,50.08,45.67,0,0,8.52,red
N006,FP11,,42.33,6.36,45.21,51.3,3.3,0,6.36,green
N006,FP11,,42.33,6.36,45.21,51.3,3.3,0,6.36,green
N006,FP11,,42.37,6.28,45.2,51.36,2.95,0,6.28,green
N006,FP11,,45.03,5.79,47.8,49.18,3.83,0,5.79,green
N00D,DP14,91870381,42.47,7.39,45.86,50.14,0,0,7.39,red
N006,FP11,,44.73,5.66,47.41,49.62,4,0,5.66,green
N006,FP11,,45.02,5.68,47.73,49.3,3.85,0,5.68,green
N006,FP11,,25.41,14.37,29.67,60.22,3.33,0,14.37,red
N006,FP11,,32.7,9.66,36.19,57.64,0,0,9.66,red
N006,FP11,,46.12,05.05,48.57,48.84,2.97,0,05.05,green
N006,FP11,,47.97,4.6,50.28,47.43,2.52,0,4.6,green
[NULL],7F06,,46.25,7.38,49.94,46.37,3.35,0,7.38,orange
N006,FP11,,48.15,4.6,50.47,47.25,2.88,0,4.6,green
N006,FP11,,47.91,4.94,50.39,47.16,3.74,0,4.94,green
N006,FP11,,46.21,5.26,48.77,48.54,04.01,0,5.26,green
N006,FP11,,45.56,5.44,48.18,49,3.56,0,5.44,green
N006,FP11,,45.57,5.56,48.25,48.87,3.26,0,5.56,green
N006,FP11,,45.44,5.76,48.22,48.8,4.19,0,5.76,green
N006,FP11,,48.38,2.82,49.79,48.79,0,0,2.82,green
N006,FP11,,46.22,4.29,48.29,49.49,0.2,0,4.29,green
N003,CP09,,47.32,6.36,50.54,46.31,0.86,0,6.36,green
N003,CP09,,46.41,6.75,49.77,46.84,0.81,0,6.75,green
N003,CP09,,46.88,6.46,50.12,46.66,0.63,0,6.46,green
N003,CP02,,41.02,5.63,43.47,53.35,0,0,5.63,green
N003,CP02,,39.74,5.19,41.91,55.07,0,0,5.19,green
N003,CP02,,39.74,5.19,41.91,55.07,0,0,5.19,green
N003,CP02,,46.41,2.32,47.51,51.27,0,0,2.32,green
N003,CP02,,43.11,05.01,45.39,51.88,1.16,0,05.01,green
N00D,DP15,91870379,40.91,6.52,43.77,52.56,4.11,0,6.52,green
N00D,DP15,91870379,41.08,6.6,43.99,52.32,3.63,0,6.6,green
N006,FP04,,48.11,8.75,52.72,43.14,0,0,8.75,red
N006,FP04,,39.68,10.41,44.29,49.91,0,0,10.41,red
N00D,DP14,91870381,44.65,5.5,47.25,49.85,0,0,5.5,green
N00D,DP14,91870381,0,0,0,0,0,0,0,green
N00D,DP14,91870381,0,0,0,0,0,0,0,green
N00D,DP14,91870381,0,0,0,0,0,0,0,green
N006,FP11,,44.35,4.76,46.57,50.89,2.34,0,4.76,green
N003,CP09,,38.08,11.63,43.09,50.3,1.53,0,11.63,red
N003,CP09,,44.24,8.13,48.16,47.62,0.72,0,8.13,red
N006,FP11,,47.54,3.82,49.42,48.64,0,0,3.82,green
N003,CP09,,39.5,9.99,43.89,50.5,1,0,9.99,red
N006,FP11,,47.29,5.48,50.04,47.22,3.76,0,5.48,green
N003,CP09,,41.92,8.91,46.02,49.17,0,0,8.91,red
N006,FP11,,46.86,5.79,49.73,47.36,3.18,0,5.79,green
N003,CP09,,46.14,5.7,48.93,48.16,0,0,5.7,green
N006,FP11,,45.87,2.85,47.21,51.28,0,0,2.85,green
N006,FP06,,50.37,6.63,53.94,43,0,0,6.63,green
N006,FP06,,50.59,6.62,54.17,42.79,0,0,6.62,green
N006,FP06,,50.96,6.1,54.27,42.94,0,0,6.1,green
N006,FP06,,50.82,6.21,54.18,42.97,0,0,6.21,green
N013,MP04,,44.01,10.84,49.37,45.14,0,0,10.84,red
N00D,DP17,,41.32,6.16,44.04,52.51,0,0,6.16,green
N014,NP01,91872189,37.55,10.84,42.12,51.61,0,0,10.84,red
N014,NP01,91872189,46.44,6.86,49.86,46.7,0,0,6.86,green
N014,NP01,91872189,45.09,6.21,48.08,48.7,0,0,6.21,green
N006,FP05,,45.56,1.65,46.32,52.79,0,0,1.65,green
N006,FP03,,50.59,7.18,54.51,42.23,0,0,7.18,red
N006,FP07,,49.2,07.08,52.96,43.71,0,0,07.08,red
N006,FP05,,45.51,4.4,47.6,50.09,0,0,4.4,green
N006,FP03,,52.65,4.38,55.06,42.98,0,0,4.38,green
N00D,DP14,91870381,42.61,5.78,45.22,51.61,0,0,5.78,green
N006,FP03,,51.99,5.62,55.08,42.39,0,0,5.62,green
N00D,DP02,,41.77,7.46,45.14,50.77,0,0,7.46,red
N00D,DP02,,45.66,3.24,47.2,51.09,0,0,3.24,green
N00D,DP02,,43.52,05.06,45.84,51.41,0,0,05.06,green
N00D,DP14,91870381,41.58,5.83,44.15,52.59,0,0,5.83,green
N006,FP05,,42.54,06.05,45.28,51.41,0,0,06.05,green
N014,NP01,91872189,39.16,11.51,44.25,49.33,0,0,11.51,red
N014,NP01,91872189,46.75,7.53,50.56,45.72,0,0,7.53,red
N014,NP01,91872189,45.96,7.17,49.51,46.87,0,0,7.17,red
[NULL],7F06,,45.54,6.28,48.59,48.18,3.65,0,6.28,orange
[NULL],7F08,,42.57,6.86,45.71,50.56,0,0,6.86,orange
N00D,DP02,,44.53,05.09,46.92,50.37,0,0,05.09,green
N00D,DP02,,43.33,5.28,45.74,51.39,0,0,5.28,green
N00D,DP02,,43.7,07.02,47,49.28,0,0,07.02,red
N00D,DP14,91870381,40.32,6.19,42.98,53.49,0,0,6.19,green
N003,CP09,,46.97,5.14,49.52,47.89,0,0,5.14,green
N003,CP09,,43.36,8.57,47.42,48.07,1.95,0,8.57,red
N003,CP09,,42.36,9.85,46.99,47.79,2.28,0,9.85,red
N003,CP09,,49.51,4.73,51.97,45.76,0,0,4.73,green
N003,CP09,,51.59,3.59,53.52,44.81,0,0,3.59,green
N006,FP06,,51.33,3.47,53.18,45.2,0,0,3.47,green
N006,FP06,,47.26,7.76,51.24,44.98,0,0,7.76,red
N006,FP04,,50.19,5.93,53.36,43.88,1.89,0,5.93,green
N006,FP04,,49.93,06.03,53.13,44.05,1.79,0,06.03,green
N006,FP04,,45.43,7.39,49.06,47.18,0.04,0,7.39,red
N006,FP04,,47.52,7.16,51.18,45.32,0,0,7.16,red
N006,FP04,,46.68,07.07,50.23,46.25,1.31,0,07.07,red
N006,FP04,,50.02,3.98,52.09,46,0,0,3.98,green
N006,FP11,,47.39,0.73,47.74,51.88,0,0,0.73,green
N006,FP06,,51.98,3.35,53.78,44.67,0,0,3.35,green
N006,FP06,,51.62,3.37,53.42,45.01,0,0,3.37,green
N006,FP06,,48.35,7.54,52.3,44.11,0,0,7.54,red
N006,FP06,,48.35,7.54,52.3,44.11,0,0,7.54,red
N006,FP06,,48.36,7.71,52.4,43.93,0,0,7.71,red
N003,CP09,,48.48,5.49,51.3,46.03,1.91,0,5.49,green
N003,CP09,,47.81,6.34,51.04,45.85,2.19,0,6.34,green
N003,CP09,,51.23,5.65,54.3,43.12,2.44,0,5.65,green
[NULL],7F06,,44.96,7.94,48.84,47.09,2.6,0,7.94,orange
N003,CP01,91877655,44.27,6.17,47.18,49.56,0,0,6.17,green
N006,FP07,,30.07,16.63,36.07,53.3,0,0,16.63,red
N006,FP04,,41.23,7.85,44.74,50.92,02.09,0,7.85,red
N006,FP04,,43.99,8.42,48.03,47.59,5.95,0,8.42,red
N006,FP11,,45.94,0,45.94,54.06,0,0,0,green
N006,FP11,,45.94,0,45.94,54.06,0,0,0,green
N006,FP11,,50,0,50,50,0,0,0,green
N006,FP11,,50,0,50,50,0,0,0,green
N00D,DP17,,37.84,5.5,40.04,56.66,0,0,5.5,green
[NULL],7F07,,34.03,10.39,37.98,55.57,0,0,10.39,orange
N006,FP03,,49.04,6.48,52.44,44.47,0,0,6.48,green
N00D,DP17,,46.67,5.6,49.44,47.73,0,0,5.6,green
[NULL],7F06,,48.3,5.8,51.27,45.9,02.05,0,5.8,orange
[NULL],7F06,,45.72,7.49,49.42,46.79,3.11,0,7.49,orange
[NULL],7F06,,45.54,7.57,49.27,46.9,2.77,0,7.57,orange
[NULL],7F06,,45.3,7.64,49.04,47.07,2.79,0,7.64,orange
N003,CP01,91877655,44.18,05.03,46.52,50.79,0,0,05.03,green
[NULL],7F06,,45.32,7.8,49.16,46.87,2.66,0,7.8,orange
N006,FP11,,43.88,0.53,44.12,55.59,0,0,0.53,green
N003,CP01,91877655,43.27,5.96,46.01,50.77,0,0,5.96,green
[NULL],7F06,,50.77,2.55,52.1,46.68,01.01,0,2.55,orange
[NULL],7F08,,45.35,5.99,48.24,48.66,0,0,5.99,orange
[NULL],7F08,,45.05,5.99,47.93,48.95,0,0,5.99,orange
N00D,DP13,,42.98,6,45.72,51.02,0,0,6,green
N006,FP04,,49.68,5.89,52.78,44.44,0.37,0,5.89,green
N006,FP04,,49.82,5.88,52.93,44.3,0.05,0,5.88,green
N006,FP04,,50.02,5.94,53.18,44.04,0,0,5.94,green
N006,FP04,,50.27,6.94,54.02,42.79,0,0,6.94,green
N006,FP04,,50.19,07.04,53.99,42.77,0,0,07.04,red
[NULL],7F08,,43.69,6.29,46.62,50.02,0,0,6.29,orange
[NULL],7F08,,43.7,6.3,46.63,50.01,0,0,6.3,orange
N013,MP04,,44.35,8.15,48.29,47.5,2.57,0,8.15,red
[NULL],7F08,,43.99,6.31,46.95,49.7,0,0,6.31,orange
[NULL],7F08,,40.53,6.47,43.34,53,0,0,6.47,orange
N00D,DP13,,43.65,6,46.43,50.36,0,0,6,green
[NULL],7F08,,41.75,6.42,44.61,51.83,0,0,6.42,orange
[NULL],7F08,,41.47,6.65,44.43,51.87,0,0,6.65,orange
[NULL],7F08,,41.73,6.34,44.56,51.92,0,0,6.34,orange
N00D,DP14,91870381,40.47,7.71,43.85,51.82,0,0,7.71,red
[NULL],7F08,,44.29,5.65,46.95,50.05,0,0,5.65,orange
[NULL],7F08,,44.09,5.8,46.8,50.11,0,0,5.8,orange
N006,FP06,,49.03,6.11,52.22,44.86,0,0,6.11,green
N006,FP06,,49.13,6.11,52.33,44.76,0,0,6.11,green
N006,FP06,,45.82,8.74,50.21,45.44,0,0,8.74,red
N006,FP06,,46.34,8.77,50.79,44.89,0,0,8.77,red
N003,CP09,,38.7,10.36,43.17,50.94,1.43,0,10.36,red
N003,CP09,,40.46,9.44,44.68,50.1,2.5,0,9.44,red
N003,CP09,,44.45,7.31,47.96,48.24,0.29,0,7.31,red
N006,FP03,,52.47,06.09,55.88,41.43,0,0,06.09,green
N003,CP09,,46.21,5.3,48.79,48.5,0,0,5.3,green
[NULL],7F08,,43.77,7.27,47.2,48.96,0,0,7.27,orange
N003,CP09,,51.63,1,52.15,47.37,0,0,1,green
N003,CP09,,51.32,01.01,51.84,47.67,0,0,01.01,green
